
Creation Date,Purchase Date,Fiscal Year,LPA Number,Purchase Order Number,Requisition Number,Acquisition Type,Sub-Acquisition Type,Acquisition Method,Sub-Acquisition Method,Department Name,Supplier Code,Supplier Name,Supplier Qualifications,Supplier Zip Code,CalCard,Item Name,Item Description,Quantity,Unit Price,Total Price,Classification Codes,Normalized UNSPSC,Commodity Title,Class,Class Title,Family,Family Title,Segment,Segment Title,Location
07/30/2014,06/26/2014,2014-2015,1-11-70-04O,C226-4541,,IT Goods,,Statewide Contract,,"Statewide Health Planning & Development, Office of",17224,"Smile Business Products, Inc",,95841,NO,overages,overages,1,$2195.00,$2195.00,14111506,14111506,Computer printout paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,"95841
(38.662263, -121.346136)"
07/02/2014,06/17/2014,2014-2015,,4500238984,,NON-IT Goods,,SB/DVBE Option,,"Corrections and Rehabilitation, Department of",1009115,Family Builders By Adoption,CA-SB,94610,NO,MISC KITCHEN ACCESSORIES,MISC KITCHEN ACCESSORIES,1,$0.00,$0.00,48101608,48101608,Commercial use mixers,48101600,Food preparation equipment,48100000,Institutional food services equipment,48000000,Service Industry Machinery and Equipment and Supplies,"94610
(37.8118, -122.240335)"
07/02/2014,06/27/2014,2014-2015,,PR350807,,IT Goods,,Informal Competitive,,"Developmental Services, Department of",1020555,"UpToDate, Inc.",,2453,NO,SUBSCRIPTION,SUBSCRIPTION,1,$5000.00,$5000.00,86101601,86101601,Computer vocational training services,86101600,Scientific vocational training services,86100000,Vocational training,86000000,Education and Training Services,"2453
"
09/16/2014,05/22/2014,2014-2015,,S3670067,,NON-IT Goods,,Fair and Reasonable,,"Parks & Recreation, Department of",1789689,Red's Sutter Supply,,,YES,Auto Faucets,Auto Faucets,10,$345.00,$3450.00,30181702,30181702,,,,,,,,
07/03/2014,04/10/2014,2014-2015,,IP130093,,IT Goods,,SB/DVBE Option,,"Child Support Services, Department of",58066,"Ablegov, Inc.",CA-SB,95628,NO,Visara 1460 Dot Matrix Printer w/ Ethernet - Single Paper Path -,dsjf;ashdf;sdhn,2,$-2267.00,$-4534.00,43212102,43212102,Dot matrix printers,43212100,Computer printers,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications,"95628
(38.655104, -121.259702)"
07/09/2014,07/08/2014,2014-2015,,4500241803,,NON-IT Goods,,State Programs,Office of State Printing (OSP),"Corrections and Rehabilitation, Department of",1008237,Department of General Services,,95605,NO,CSP-SQ ORDER,CSP-SQ ORDER: STD FORM FY 14/15 1ST QTR,1,$5965.30,$5965.30,14111533,14111533,Examination booklets or forms,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,"95605
(38.593168, -121.536548)"
07/10/2014,07/10/2014,2014-2015,,3175366,,NON-IT Services,Legal Services,NCB,Services are specifically exempt by statute,"General Services, Department of",1074598,Candace A Faunce,,93475,NO,Contract,OAH SE Pro Tem Judge Services,1,$150000.00,$150000.00,80122001,80122001,,,,,,,,"93475
(35.098158, -120.605656)"
10/02/2014,09/30/2014,2014-2015,,9570,,NON-IT Goods,,State Programs,,California Department of Technology,1008361,3B INDUSTRIES INC,,73529,NO,Chair,"Chair, Manhattan, mid-back, ebony, fabric",25,$435.00,$10875.00,56101522,56101522,Arm chair,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"73529
(34.361458, -97.971748)"
07/14/2014,07/08/2014,2014-2015,5-06-58-20,14-341-0008,,NON-IT Goods,,Master Service Agreement,,"State Hospitals, Department of",1000530,AT&T,,95134,NO,CALNET 2,CALNET 2 - 5-06-58-02 S18,1,$100250.00,$100250.00,83121704,83121704,Citizen warning systems,83121700,Mass communication services,83120000,Information services,83000000,Public Utilities and Public Sector Related Services,"95134
(37.410635, -121.940949)"
07/16/2014,06/30/2014,2014-2015,7-11-51-02,DCP13081,,NON-IT Goods,,WSCA/Coop,,"Education, Department of",1001584,Grainger Industrial Supply,,95691,NO,SPRINKLER,SPRINKLER,15,$27.02,$405.30,"26111702
72151103",26111702,Alkaline batteries,26111700,Batteries and cells and accessories,26110000,Batteries and generators and kinetic power transmission,26000000,Power Generation and Distribution Machinery and Accessories,"95691
(38.575311, -121.560401)"
07/21/2014,07/21/2014,2014-2015,,41500000004,,NON-IT Goods,,SB/DVBE Option,,"Transportation, Department of",1450540,Blue Angel Agility LLC,CA-MB CA-SB,94704,NO,Mulch,Mulch,8000,$30.75,$246000.00,11121706,11121706,Mulch,11121700,Forestry byproducts,11120000,Non edible plant and forestry products,11000000,Mineral and Textile and Inedible Plant and Animal Materials,"94704
(37.866779, -122.258698)"
07/21/2014,07/05/2014,2014-2015,,2UI4N005,,NON-IT Services,Emergency Contract,Emergency Purchase,,"Forestry and Fire Protection, Department of",37659,"Ben's Truck Repair, Inc.",CA-SB,96080,NO,hired equipment,Hired equipment to cover behind on a going fire.,1,$9892.00,$9892.00,76122402,76122402,Equipment usage fee,76122400,Refuse disposal and treatment fees,76120000,Refuse disposal and treatment,76000000,Industrial Cleaning Services,"96080
(40.166581, -122.371305)"
07/23/2014,08/01/2012,2014-2015,,12-092,,NON-IT Services,Personal Services,Formal Competitive,,"Motor Vehicles, Department of",1743823,Fallen Leaf Landscape,CA-MB CA-SB,,NO,Non chemical landscape maintenance services,Non-chemical landscape maintenance services for the Napa DMV.,1,$12420.00,$12420.00,"72102905
72101507",72102905,Exterior grounds maintenance,72102900,Facility maintenance and repair services,72100000,Building and facility maintenance and repair services,72000000,Building and Facility Construction and Maintenance Services,
07/30/2014,06/20/2014,2014-2015,B27164,13POIG-080,,IT Goods,,WSCA/Coop,,"Inspector General, Office of the",1000531,HEWLETT PACKARD,,40511-1273,NO,4GB DDR3 memory,HP 4GB DDR3 DIMM Memory,10,$49.00,$490.00,32101601,32101601,Random access memory RAM,32101600,Integrated circuits,32100000,Printed circuits and integrated circuits and microassemblies,32000000,Electronic Components and Supplies,"40511-1273
(38.112378, -84.499472)"
08/29/2014,09/01/2014,2014-2015,,64070044,,IT Goods,,Fair and Reasonable,,"Controller, State",1786261,ACL Services Ltd.,,,NO,software,software,1,$12600.00,$12600.00,43232911,43232911,Network connectivity terminal emulation software,43232900,Networking software,43230000,Software,43000000,Information Technology Broadcasting and Telecommunications,
07/30/2014,,2014-2015,1-14-26-01B,REQ0013220,REQ0013220,NON-IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1196900,OK TIRE AND AUTOMOTIVE,CA-MB CA-SB,95841,NO,Valve Stems ZVSST,Valve Stems ZVSST,6,$3.50,$21.00,40141645,40141645,Valve stem,40141600,Valves,40140000,Fluid and gas distribution,40000000,Distribution and Conditioning Systems and Equipment and Components,"95841
(38.662263, -121.346136)"
07/03/2014,07/03/2014,2014-2015,1-13-70-01A,4001-212,,IT Goods,,Statewide Contract,,"Food and Agriculture, Department of",1755386,"Western Blue, an NWN Company",,,NO,Desktop,Desktop,1,$617.00,$617.00,43211507,43211507,Desktop computers,43211500,Computers,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications,
07/16/2014,07/16/2014,2014-2015,1-09-97-34,161500000003,,NON-IT Goods,,Statewide Contract,,"Transportation, Department of",1718,ALBRIGHT SEED COMPANY,CA-SB,93012,NO,signs,signs,1,$24900.45,$24900.45,55121710,55121710,Traffic signs,55121700,Signage,55120000,Signage and accessories,55000000,Published Products,"93012
(34.216668, -118.990368)"
07/09/2014,07/09/2014,2014-2015,,4500242030,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",28492,WORK TRAINING CENTER FOR THE HANDICAPPED INC,,95928,NO,toilet paper,Toilet Paper,1200,$34.83,$41796.00,14111704,14111704,Toilet tissue,14111700,Personal paper products,14110000,Paper products,14000000,Paper Materials and Products,"95928
(39.722336, -121.797085)"
07/15/2014,07/11/2014,2014-2015,1-13-72-02-A,4500242343,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",18030,American Textile Systems,CA-MB CA-SB,90703,NO,sheets,sheets,1,$21196.31,$21196.31,52121509,52121509,Sheets,52121500,Bedclothes,52120000,Bedclothes and table and kitchen linen and towels,52000000,Domestic Appliances and Supplies and Consumer Electronic Products,"90703
(33.867623, -118.068782)"
07/16/2014,07/16/2014,2014-2015,,4500242794,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),Correctional Health Care Services,1065902,Prison Industry Authority,,95696,NO,CCHCS Business Cards,cards for Danyale N. Sanchez,1,$50.00,$50.00,14111604,14111604,Business cards,14111600,Novelty paper,14110000,Paper products,14000000,Paper Materials and Products,"95696
(38.43, -122.02)"
07/22/2014,07/22/2014,2014-2015,,4500234597,,NON-IT Goods,,Fair and Reasonable,,Correctional Health Care Services,1738777,WALGREENS SPECIALTY PHARMACY LLC,,97008,NO,ampyra,Ampyra,1,$3382.36,$3382.36,51142106,51142106,Ibuprofen,51142100,Nonsteroidal anti inflammatory drugs NSAIDs,51140000,Central nervous system drugs,51000000,Drugs and Pharmaceutical Products,"97008
(45.460518, -122.806409)"
07/24/2014,07/24/2014,2014-2015,7-11-51-02,14-01-0161,,NON-IT Goods,,WSCA/Coop,,"State Hospitals, Department of",1001584,Grainger Industrial Supply,,95691,NO,INSERT BIT,INSERT BITS,1,$10230.39,$10230.39,20121601,20121601,Fixed cutter drill bits,20121600,Drilling bits,20120000,Oil and gas drilling and exploration equipment,20000000,Mining and Well Drilling Machinery and Accessories,"95691
(38.575311, -121.560401)"
07/14/2014,06/12/2014,2014-2015,,13BX3072,,NON-IT Goods,,Informal Competitive,,Public Utilities Commission,1787987,"RMC, A ray Morgan Company",,,NO,Folding Machine,Air Feed Folder Machine PB300,1,$3400.00,$3400.00,47111602,47111602,Folding machines,47111600,Ironing equipment,47110000,Industrial laundry and dry cleaning equipment,47000000,Cleaning Equipment and Supplies,
07/29/2014,07/29/2014,2014-2015,,W0000978,,NON-IT Goods,,Fair and Reasonable,,"Veterans Affairs, Department of",1756342,JB Holdings Corp. dba JB Office,CA-MB CA-SB,,NO,Binder,Binder,1,$35.40,$35.40,44122037,44122037,,,,,,,,
07/29/2014,07/29/2014,2014-2015,7-11-51-02,PO142097,,NON-IT Goods,,WSCA/Coop,,"Fish and Wildlife, Department of",1001584,Grainger Industrial Supply,,95691,NO,Facility Supplies,Facility supplies,1,$16058.53,$16058.53,"27112709
39111525
39111708
39112002
39112008
39112102
40141607
30191506
30191508",27112709,Power saws,27112700,Power tools,27110000,Hand tools,27000000,Tools and General Machinery,"95691
(38.575311, -121.560401)"
10/03/2014,10/03/2014,2014-2015,,D0356,,NON-IT Goods,,Informal Competitive,,Military Department,28872,Ink Spot,CA-MB CA-SB,93401,NO,t shirts,t shirts,1,$17231.00,$17231.00,53101602,53101602,Mens shirts,53101600,Shirts and blouses,53100000,Clothing,53000000,Apparel and Luggage and Personal Care Products,"93401
(35.245417, -120.639108)"
07/03/2014,06/20/2014,2014-2015,,14YS0013,,NON-IT Services,Personal Services,Special Category Request (SCR),,"Veterans Affairs, Department of",1763048,"Napa Valley Family Medical Group, Inc.",,,NO,Insfectious Disease Services,"Contractor will provide infectious disease service to the residents of
the  VHC, Yountville.",1,$21000.00,$21000.00,85121606,85121606,Geriatric services,85121600,Medical doctors specialist services,85120000,Medical practice,85000000,Healthcare Services,
07/10/2014,07/01/2015,2014-2015,1S-05-36-20,4500242187,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",1097040,Sharp Electronics Corporation,,,NO,Copier Service,Copier Maintenance Service,6478,$1.00,$6478.00,44101501,44101501,Photocopiers,44101500,Duplicating machines,44100000,Office machines and their supplies and accessories,44000000,Office Equipment and Accessories and Supplies,
07/16/2014,07/16/2014,2014-2015,,P-140716,,NON-IT Goods,,Services are specifically exempt by policy,,"Motor Vehicles, Department of",1065902,Prison Industry Authority,,95696,NO,"TABLE, RACE TRACK, 72L X 36W","NEW EQUIPMENT/FURNITURE NEEDED FOR NEW STANTON OFFICE, DUE TO THE
IMPLEMENTATION OF AB60",3,$1065.00,$3195.00,56101706,56101706,Conferencing tables,56101700,Office furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"95696
(38.43, -122.02)"
07/11/2014,07/11/2014,2014-2015,,4500242344,,NON-IT Goods,,Fair and Reasonable,,"Corrections and Rehabilitation, Department of",1008504,"Global Foods, Inc.",,,NO,TORNADO,TORNADOS,15805.44,$1.00,$15805.44,50193301,50193301,Processed clementine fruit,50193300,Processed citrus fruits,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,
07/15/2014,07/15/2014,2014-2015,,CS450013,,NON-IT Goods,,Services are specifically exempt by statute,,"Developmental Services, Department of",1065902,Prison Industry Authority,,95696,NO,Lounge Chairs,Lounge Chairs,1,$34668.00,$34668.00,56112105,56112105,Lounge seating,56112100,Seating,56110000,Commercial and industrial furniture,56000000,Furniture and Furnishings,"95696
(38.43, -122.02)"
08/26/2014,08/26/2014,2014-2015,,P1400176,,NON-IT Goods,,Services are specifically exempt by policy,,Franchise Tax Board,1065902,Prison Industry Authority,,95696,NO,chairs,chairs,1,$768.00,$768.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"95696
(38.43, -122.02)"
07/22/2014,07/21/2014,2014-2015,5-13-89-15,CD0009314,,NON-IT Goods,,Master Purchase/Price Agreement,,"State Hospitals, Department of",1758151,US Foodservice,,,NO,MISC FOOD ORDER,MISC FOOD ORDRE,1,$20479.89,$20479.89,93131608,93131608,Food supply services,93131600,Food and nutrition policy planning and programs,93130000,Humanitarian aid and relief,93000000,Politics and Civic Affairs Services,
07/30/2014,07/30/2014,2014-2015,7-11-51-02,PR450028,,NON-IT Goods,,WSCA/Coop,,"Developmental Services, Department of",1001584,Grainger Industrial Supply,,95691,NO,"Battery,Alkaline,C Size,PK12","Battery,Alkaline,C Size,PK12",54,$6.36,$343.44,26111702,26111702,Alkaline batteries,26111700,Batteries and cells and accessories,26110000,Batteries and generators and kinetic power transmission,26000000,Power Generation and Distribution Machinery and Accessories,"95691
(38.575311, -121.560401)"
07/03/2014,07/03/2014,2014-2015,,4500241543,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),Correctional Health Care Services,1755837,PIA,,,NO,EYEGLASSES,EYEGLASSES,1,$297.75,$297.75,42142901,42142901,Eyeglasses,42142900,Vision correction or cosmetic eyewear and related products,42140000,Patient care and treatment products and supplies,42000000,Medical Equipment and Accessories and Supplies,
07/07/2014,07/01/2014,2014-2015,,1441330A07,,NON-IT Services,Personal Services,Services are specifically exempt by statute,,"State Hospitals, Department of",1744448,Chyansong J. Tzan M.D.,,,NO,Anesthesiology Physician Services,Anesthesiology Physician Services,1,$9999.99,$9999.99,85121616,85121616,,,,,,,,
07/09/2014,07/08/2014,2014-2015,,4500241830,,NON-IT Goods,,Fair and Reasonable,,Correctional Health Care Services,12341,"TAGG Industries, Inc.",CA-DVBE CA-SB CDVBE,92653,NO,Dry Erase Board,Dry Erase Board,1,$1260.00,$1260.00,44111905,44111905,Dry erase boards or accessories,44111900,Boards,44110000,Office and desk accessories,44000000,Office Equipment and Accessories and Supplies,"92653
(33.595874, -117.702101)"
08/04/2014,08/04/2014,2014-2015,1-13-68-01B,4500245333,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,1744608,Airgas USA LLC,,,NO,Oxygen,Oxygen,1,$748.95,$748.95,12141904,12141904,Oxygen O,12141900,Non metals and pure and elemental gases,12140000,Elements and gases,12000000,Chemicals including Bio Chemicals and Gas Materials,
07/08/2014,07/08/2014,2014-2015,,4500241808,,NON-IT Goods,,Fair and Reasonable,,Correctional Health Care Services,2953,"Central Valley Office Supply, Inc.",CA-SB,93215,NO,samsung SCX 5635 toner,samsung SCX 5635 toner,6,$85.86,$515.16,44103103,44103103,Printer or facsimile toner,44103100,Printer and facsimile and photocopier supplies,44100000,Office machines and their supplies and accessories,44000000,Office Equipment and Accessories and Supplies,"93215
(35.78148, -119.201964)"
07/08/2014,07/01/2014,2014-2015,1-13-68-01B,4500241806,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,1744608,Airgas USA LLC,,,NO,oxygen,oxygen tanks,1,$8000.00,$8000.00,24111803,24111803,Storage tanks,24111800,Tanks and cylinders and their accessories,24110000,Containers and storage,24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,
07/09/2014,,2014-2015,1-11-70-04O,REQ0011334,,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",17224,"Smile Business Products, Inc",,95841,NO,"AR-SC2 (6) Boxes of Regular Staples for FN11 Finisher (15,000 staples per Box)","AR-SC2 (6) Boxes of Regular Staples for FN11 Finisher (15,000 staples
per Box)",6,$68.60,$411.60,44122107,44122107,Staples,44122100,Fastening supplies,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,"95841
(38.662263, -121.346136)"
07/18/2014,07/16/2014,2014-2015,,4500242895,,NON-IT Goods,,SB/DVBE Option,,"Corrections and Rehabilitation, Department of",1744427,FRESH FOODS OF CALIFORNIA,CA-MB CA-SB,93004,NO,potato,potato,1,$8775.00,$8775.00,50405701,50405701,Long white potatoes,50405700,Potatoes,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products,"93004
(34.279506, -119.168896)"
07/23/2014,07/01/2014,2014-2015,,3UI4B001,,NON-IT Goods,,Emergency Purchase,,"Forestry and Fire Protection, Department of",9332,PJ Helicopters Inc.,,96080,NO,Helicopter Emergency Services,Fuel Truck Rental for Prado Helitack,1,$14250.00,$14250.00,78111501,78111501,Helicopter services,78111500,Passenger air transportation,78110000,Passenger transport,78000000,Transportation and Storage and Mail Services,"96080
(40.166581, -122.371305)"
07/25/2014,07/25/2014,2014-2015,,PR450026,,NON-IT Goods,,Fair and Reasonable,,"Developmental Services, Department of",7972,Manley Laboratories,,92807,NO,"Soap, Antibacterial, lotion soap","Soap, Antibacterial, lotion soap, 7.5oz, 12 per case",25,$34.52,$863.00,53131627,53131627,Hand cleaner,53131600,Bath and body,53130000,Personal care products,53000000,Apparel and Luggage and Personal Care Products,"92807
(33.85135, -117.789967)"
09/22/2014,,2014-2015,,REQ0013610,REQ0013610,NON-IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",28371,BLAISDELL'S BUSINESS PRODUCTS,CA-SB,94577,NO,"Label, Add, 1-1/8x3.5"", Lblwriter",Label tape,12,$12.16,$145.92,,,,,,,,,,"94577
(37.719656, -122.160848)"
07/29/2014,07/28/2014,2014-2015,,4500213439,,NON-IT Goods,,State Programs,Fleet,"Water Resources, Department of",1743406,Voyager Fleet Systems Inc,,,NO,Fuel for Equip. 48S006,Fuel for Equip. 48S006,1,$60.71,$60.71,15101506,15101506,Gasoline or Petrol,15101500,Petroleum and distillates,15100000,Fuels,15000000,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,
09/30/2014,08/28/2013,2014-2015,1-12-89-03,4500196252,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",34872,Adolph Inc.,CA-SB,93720,NO,Margarine,Margarine,1,$9975.00,$9975.00,50151516,50151516,,,,,,,,"93720
(36.85932, -119.759328)"
07/29/2014,07/28/2014,2014-2015,,4500213439,,NON-IT Goods,,State Programs,Fleet,"Water Resources, Department of",1743406,Voyager Fleet Systems Inc,,,NO,Fuel for Equip. 14R354,Fuel for Equip. 14R354,1,$84.44,$84.44,15101506,15101506,Gasoline or Petrol,15101500,Petroleum and distillates,15100000,Fuels,15000000,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,
09/19/2014,09/19/2014,2014-2015,,P1400252,,NON-IT Goods,,Fair and Reasonable,,Franchise Tax Board,2319,Burkett's Office Supplies,CA-SB,95828,NO,chairs,chairs,1,$732.00,$732.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"95828
(38.484836, -121.399547)"
07/29/2014,07/28/2014,2014-2015,,4500213439,,NON-IT Goods,,State Programs,Fleet,"Water Resources, Department of",1743406,Voyager Fleet Systems Inc,,,NO,Fuel for Equip. 10R061,Fuel for Equip. 10R061,1,$218.47,$218.47,15101506,15101506,Gasoline or Petrol,15101500,Petroleum and distillates,15100000,Fuels,15000000,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,
07/30/2014,07/28/2014,2014-2015,,MV140037,,IT Goods,,Informal Competitive,,"Forestry and Fire Protection, Department of",1787063,"Geospatial Technologies, Inc (GST)",,,NO,Repair of Airlink GX440 Modems,Modem,6,$84.00,$504.00,76122405,76122405,Labor fee,76122400,Refuse disposal and treatment fees,76120000,Refuse disposal and treatment,76000000,Industrial Cleaning Services,
08/01/2014,08/01/2014,2014-2015,,50-64-19,,NON-IT Goods,,SB/DVBE Option,,"Industrial Relations, Department of",1742963,GORILLA STATIONERS LLC,CA-MB CA-SB,92647,NO,"PEN,RB,MICRO,UNI 207,BE","PEN,RB,MICRO,UNI 207,BE",2,$15.60,$31.20,44121701,44121701,Rollerball pens,44121700,Writing instruments,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,"92647
(33.723965, -118.006519)"
08/06/2014,08/06/2014,2014-2015,,W0001000,,NON-IT Goods,,Fair and Reasonable,,"Veterans Affairs, Department of",1760145,"Continue CPR, Inc.",,,NO,CPR Classes,CPR Classes,1,$455.00,$455.00,"42172102
42301503
42172104",42172102,Cardiopulmonary resuscitation CPR protective shields or masks,42172100,Emergency medical services resuscitation products,42170000,Emergency and field medical services products,42000000,Medical Equipment and Accessories and Supplies,
08/01/2014,08/01/2014,2014-2015,,DRP14035,,NON-IT Goods,,Informal Competitive,,"Education, Department of",1148260,"IDN-West, Inc",,85009,NO,CYLINDER PIN,CYLINDER PINS 6-MASTER PINS PK/150,20,$1.80,$36.00,31163219,31163219,Cylindrical pin,31163200,Retaining hardware,31160000,Hardware,31000000,Manufacturing Components and Supplies,"85009
(33.454309, -112.124656)"
08/12/2014,07/01/2014,2014-2015,1-13-89-50,C0000516,,NON-IT Goods,,Statewide Contract,,"Veterans Affairs, Department of",1756637,Earthgrains Baking company,,,NO,bread,bread,7000,$1.00,$7000.00,50181901,50181901,Fresh bread,50181900,Bread and biscuits and cookies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products,
09/22/2014,,2014-2015,,REQ0013607,REQ0013607,NON-IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",9621,Pacific Copier & Computer,CA-MB CA-SB,95812-1433,NO,Telephone Recording Device (TP-8),Telephone Recording Device (TP-8),13,$13.80,$179.40,,,,,,,,,,"95812-1433
(38.582087, -121.50012)"
04/16/2015,04/03/2015,2014-2015,,VCGC-G4011,,NON-IT Services,Nonprofit Organizations,Informal Competitive,,"Victim Compensation and Government Claims Board, California",0,Unknown,,,NO,TRC Grant,TRC Grant Funds,1,$669597.00,$669597.00,80172101,80172101,,,,,,,,
08/14/2014,07/31/2014,2014-2015,,08-T3639 A2,,NON-IT Services,Services are specifically exempt by statute,Services are specifically exempt by statute,,"Toxic Substances Control, Department of",1236040,Chapman University,,92866,NO,Service Contract,Time Extension to continue scope of work to perfrm bulk chemical analysis.,1,$0.00,$0.00,41115415,41115415,Electron spectroscopy system for chemical analysis,41115400,Spectroscopic equipment,41110000,Measuring and observing and testing instruments,41000000,Laboratory and Measuring and Observing and Testing Equipment,"92866
(33.78443, -117.844947)"
08/15/2014,08/07/2014,2014-2015,,13-T3811,,NON-IT Services,Interagency Agreements,Services are specifically exempt by statute,,"Toxic Substances Control, Department of",1014450,Department of Fish and Game,,,NO,Service Contract,"Contractor shall provide consult services to assist with coordinating
natural resources issues.",1,$20000.00,$20000.00,80151605,80151605,Customs consulting service,80151600,International trade services,80150000,Trade policy and services,80000000,Management and Business Professionals and Administrative Services,
08/22/2014,08/22/2014,2014-2015,,4500247834,,NON-IT Goods,,SB/DVBE Option,,"Corrections and Rehabilitation, Department of",1729526,ABC Ventures LLC,CA-SB,94583,NO,EGG ROLLS,EGG ROLLS,1,$5733.00,$5733.00,50192502,50192502,Frozen sandwiches or filled rolls,50192500,Sandwiches and filled rolls,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,"94583
(37.755754, -121.963415)"
03/20/2015,03/09/2015,2014-2015,,S4925102,,NON-IT Goods,,Informal Competitive,,"Parks & Recreation, Department of",1000638,W.W. Grainger,,92647,NO,HSKP. SUPPLIES,RAGS,1,$80.67,$80.67,11161608,11161608,,,,,,,,"92647
(33.723965, -118.006519)"
08/25/2014,08/25/2014,2014-2015,,6029-4,,NON-IT Services,"UC, CSU, Community Colleges, and foundations / auxiliaries",Services are specifically exempt by policy,,California Emergency Management Agency,1076281,"California State University, Humboldt",,95521,NO,Tsunami Program Assistance,Tsunami Program Assistance,1,$28378.00,$28378.00,"86141502
93151508
95121913",86141502,Universities cooperation guidance services,86141500,Educational guidance services,86140000,Educational facilities,86000000,Education and Training Services,"95521
(40.870674, -124.074669)"
09/16/2014,05/22/2014,2014-2015,,S3670068,,NON-IT Goods,,Fair and Reasonable,,"Parks & Recreation, Department of",1789689,Red's Sutter Supply,,,YES,Faucets,Faucets,10,$345.00,$3450.00,30181702,30181702,,,,,,,,
08/25/2014,08/25/2014,2014-2015,,IP140011,,IT Services,,SB/DVBE Option,,"Child Support Services, Department of",1751266,Angus-Hamer Inc.,,,NO,DTI 4400 NX 2-Way 3Y,DTI 4400 NX 2-Way 3Y,2,$20695.50,$41391.00,81111801,81111801,Computer or network or internet security,81111800,System and system component administration services,81110000,Computer services,81000000,Engineering and Research and Technology Based Services,
08/28/2014,06/13/2014,2014-2015,,4500238,,NON-IT Goods,,Informal Competitive,,Correctional Health Care Services,1752319,McKesson Medical - Surgical Minnesota Su,,,NO,Fluvirin,Fluvirin,1,$803635.00,$803635.00,51201608,51201608,Influenza virus vaccine,51201600,Vaccines and antigens and toxoids,51200000,Immunomodulating drugs,51000000,Drugs and Pharmaceutical Products,
08/12/2014,,2014-2015,1-14-75-60A,REQ0013362,REQ0013362,NON-IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1087660,Technology Integration Group,,95814,NO,"Toner Cartridge, Yellow","Toner Cartridge, Yellow",8,$76.45,$611.60,44103127,44103127,,,,,,,,"95814
(38.580427, -121.494396)"
08/14/2014,07/12/2014,2014-2015,,2UI4H374,,NON-IT Services,Emergency Contract,Emergency Purchase,,"Forestry and Fire Protection, Department of",1745951,City of Paradise,,,NO,FIRE TRUCK,FIRE TRUCK,1,$5460.00,$5460.00,76122402,76122402,Equipment usage fee,76122400,Refuse disposal and treatment fees,76120000,Refuse disposal and treatment,76000000,Industrial Cleaning Services,
08/12/2014,,2014-2015,1-14-75-60A,REQ0013362,REQ0013362,NON-IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1087660,Technology Integration Group,,95814,NO,HP No. 96 Twin Pack Black Ink,HP No. 96 Twin Pack Black ink cartridge,6,$57.98,$347.88,44103127,44103127,,,,,,,,"95814
(38.580427, -121.494396)"
08/18/2014,08/14/2014,2014-2015,,14-G0067,,NON-IT Goods,,Informal Competitive,,"Pesticide Regulation, Department of",10803,River City Office Supply,CA-SB,95811,NO,Wrist Rest,rest,1,$15.00,$15.00,"44122016
43211806",44122016,Document holder,44122000,Folders and binders and indexes,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,"95811
(38.581053, -121.488564)"
08/13/2014,08/01/2014,2014-2015,,2UI4J782,,NON-IT Services,Emergency Contract,Emergency Purchase,,"Forestry and Fire Protection, Department of",1760533,"Rhc Equipment, Llc",CA-SB,,NO,Emergency Hire bulldozer,contruct fireline,1,$13743.00,$13743.00,22101522,22101522,Track bulldozers,22101500,Earth moving machinery,22100000,Heavy construction machinery and equipment,22000000,Building and Construction Machinery and Accessories,
